current_price,days_to_expiry,stock_level,demand_score,category,historical_sales,day_of_week,target_price
2.918386544810442,14,164,0.38079929409535235,vegetables,59,wednesday,2.62
12.482751594023574,8,192,0.6882978206411169,meat,45,saturday,12.15
1.3599806943897526,27,364,0.2503168899182312,vegetables,47,saturday,1.25
49.98637309447158,14,444,0.4450372988217642,seafood,53,saturday,44.76
3.5667935242240376,4,136,0.482779558116556,dairy,55,friday,2.7
35.57378689701481,23,182,0.9517103850785761,seafood,53,tuesday,42.43
6.890365479242074,22,265,0.31735857713237525,bakery,46,saturday,5.87
16.654219322081616,25,197,0.6051202581703632,meat,36,tuesday,18.32
7.927557152957684,20,176,0.47920344105399376,fruits,50,thursday,8.57
4.202024684415951,21,322,0.8424861282709882,vegetables,63,saturday,3.55
55.13871341111816,0,55,0.48888230104737257,seafood,50,friday,5.79
36.45458321178144,25,6,0.6874023573109406,meat,44,saturday,36.61
1.1289940311675224,6,223,0.6285354237955976,vegetables,56,sunday,0.89
20.60551545841588,9,163,0.4126136180991514,other,57,sunday,20.2
12.919313140742135,12,461,0.5734585816039326,dairy,49,tuesday,10.62
5.61812641009867,22,144,0.6633279718387973,other,43,monday,5.04
18.11765422768305,5,394,0.8240625338139124,other,55,wednesday,15.99
9.533852093722517,15,352,0.2983468957832408,fruits,38,wednesday,7.51
2.4106198827333465,3,72,0.6443146203639977,dairy,55,tuesday,1.24
3.4693396765506126,19,11,0.746245965512446,bakery,53,saturday,3.31
2.8037802195784955,9,304,0.45778482116803165,vegetables,47,tuesday,2.13
38.80221708685484,19,124,0.19014630556626763,seafood,41,thursday,35.87
5.89835780502932,21,230,0.9287978058300264,fruits,71,saturday,5.73
3.735856998463929,8,459,0.7526080529201504,fruits,55,tuesday,2.91
4.7181866960072245,17,281,0.6417441540763146,vegetables,32,tuesday,4.49
6.348811544270507,10,307,0.46420980384735466,meat,39,saturday,5.61
12.270975439498935,9,474,0.45512907157242105,bakery,53,friday,9.2
7.149608929109435,26,101,0.4047823086367117,vegetables,57,saturday,7.12
10.076485207205552,14,223,0.32892900159530153,bakery,54,thursday,7.42
12.942291670282003,13,342,0.8413141506776348,bakery,47,thursday,10.36
3.8948437106774607,22,349,0.7792930584291807,vegetables,54,tuesday,3.4
44.78929085067835,6,25,0.8365184805845731,meat,61,friday,39.59
7.452693094930215,12,48,0.537461246072577,fruits,52,monday,6.2
29.74642381736346,25,301,0.5844844111439824,other,38,monday,27.56
16.660345523530808,3,199,0.27485901003955043,other,53,monday,9.65
39.027349800286075,14,399,0.412817829697936,meat,51,saturday,32.94
16.840065645987927,-1,360,0.09131310412739142,meat,52,sunday,1.44
49.08158268796719,17,13,0.7922153402877308,seafood,47,thursday,57.29
11.046189376341964,6,389,0.6422880573629434,bakery,49,monday,7.06
11.943529488867439,26,414,0.6149928816719741,fruits,36,thursday,11.26
10.096123678783805,26,482,0.6897271277594045,bakery,56,thursday,8.13
11.863270801526474,28,404,0.4992908585404494,bakery,46,wednesday,9.98
14.386424709557758,25,47,0.708447455583695,bakery,49,sunday,13.89
3.1022962085954418,8,384,0.794339216155653,dairy,56,saturday,2.24
47.99960368758295,22,328,0.3196833398493881,seafood,56,monday,42.3
25.589910311713915,5,401,0.7701691802053671,seafood,52,friday,16.54
27.64886947554708,15,148,0.22434578002404842,other,56,wednesday,26.35
15.669728095603041,21,43,0.273738125953808,other,46,saturday,16.81
7.942669659445544,5,482,0.7699625028296829,vegetables,55,monday,4.53
2.0422163523271126,20,69,0.10761547998056589,vegetables,52,thursday,1.64
33.90464866573524,21,228,0.4386534863643234,meat,54,thursday,29.08
3.916882847181691,20,112,0.6521848175269975,dairy,63,saturday,4.0
17.59276516294925,26,137,0.6205345366654692,seafood,58,wednesday,18.68
15.131148115743141,3,296,0.7795309665782421,bakery,37,sunday,5.91
7.819394155490953,23,362,0.9497461263549578,meat,61,friday,8.52
10.504269819162968,23,420,0.06183044946148781,dairy,47,sunday,7.43
31.831633359490137,-2,329,0.6070941913708916,seafood,53,wednesday,2.86
5.776484249536581,28,67,0.2774096702340002,other,44,saturday,6.34
8.847560135136122,16,196,0.569913816418789,bakery,57,friday,7.78
19.2542754680387,0,364,0.3621714187423595,meat,43,tuesday,1.8
3.924326854925698,20,20,0.4296558832143409,vegetables,43,sunday,4.14
19.132735774672938,21,225,0.5040154630274444,meat,40,friday,18.38
8.365271362588718,-2,211,0.631619891361564,other,54,friday,0.73
2.8905702861507345,22,116,0.8001374194023911,dairy,57,friday,3.46
6.616480304114849,24,83,0.35927646191844687,vegetables,41,thursday,6.82
8.924786527900213,16,430,0.22727272959496508,dairy,45,monday,7.8
7.923198508451217,28,182,0.31501803661036537,vegetables,45,sunday,7.93
2.8759199119388157,29,64,0.2812861125284749,other,49,wednesday,2.92
17.103152562191198,3,261,0.35826698326382544,meat,49,monday,8.4
42.97660756752758,-2,89,0.18657874375690794,meat,33,friday,3.83
14.082547028150483,10,0,0.28614869707362034,dairy,45,monday,13.48
21.348099872122383,1,477,0.42133487281189075,seafood,51,thursday,5.41
19.498435687245383,18,1,0.3405638761334184,other,49,monday,21.07
3.250824697211785,6,436,0.3719737038010173,other,49,friday,2.34
2.2985750646353784,-2,192,0.2500249329731331,other,57,tuesday,0.21
12.531187991238259,15,324,0.2510495045861245,meat,63,saturday,11.39
1.9702187416885777,24,430,0.1919405579344073,fruits,44,friday,1.41
31.23429917740711,26,482,0.6299969409422275,meat,55,wednesday,30.23
8.362293329842084,12,139,0.6842601737858945,bakery,54,sunday,7.0
11.40399461729836,27,215,0.9133903535498984,bakery,49,thursday,10.95
6.385552234720153,12,493,0.2040861664009587,meat,50,friday,5.78
3.604552474200446,27,134,0.5479182199473993,other,57,saturday,3.93
38.00611455201936,29,289,0.7625227552397181,seafood,44,tuesday,34.51
9.145399903638484,4,52,0.33607871082478086,seafood,43,wednesday,7.6
3.5811878595343427,18,407,0.8858416246927955,fruits,55,saturday,3.46
54.57778974816099,21,305,0.3793886104459675,seafood,51,wednesday,53.5
10.286735726464002,20,393,0.5432172375468888,fruits,45,friday,9.69
2.220752770436629,29,461,0.6436769381681734,fruits,55,monday,1.92
48.856631510089834,9,148,0.18101742851031427,meat,51,tuesday,38.7
11.423134491095222,22,227,0.3527127818836554,dairy,45,wednesday,10.03
6.443448171398373,20,441,0.83112891752679,dairy,53,friday,7.01
10.521215866908426,25,470,0.5843743861288315,bakery,51,tuesday,9.38
6.972271849552755,10,180,0.6416246476012405,bakery,46,tuesday,5.64
11.894147978310382,29,60,0.3321088370466934,dairy,56,monday,11.4
35.41609835920346,28,155,0.29154981313761597,seafood,48,saturday,37.33
11.078045043958445,8,244,0.7211958442187123,dairy,56,tuesday,8.75
6.900812045041641,25,425,0.32116932930223663,dairy,45,monday,5.97
1.9459205019054286,0,112,0.40842105328507444,other,48,wednesday,0.19
11.773038249508213,2,377,0.1838388896152869,dairy,51,friday,4.23
16.488908442676923,13,146,0.5226147247590802,meat,46,wednesday,15.25
34.814289104535575,14,470,0.35239418671855827,seafood,52,thursday,29.76
33.82860167611639,6,452,0.1980821865609194,meat,44,friday,19.3
38.92233652561484,29,442,0.870342550008936,meat,50,saturday,41.33
2.5554422775453043,6,476,0.5481662257880656,bakery,40,friday,1.66
9.603883894003708,0,487,0.38150289951460653,fruits,51,tuesday,0.82
24.454909552342617,28,451,0.2863217619120216,other,37,thursday,23.9
6.551402734486732,9,400,0.35695830196677786,other,44,thursday,4.95
40.33709651822068,26,247,0.3532022009895198,meat,51,monday,35.13
3.8712448764390013,20,294,0.6290720611853908,dairy,39,saturday,3.77
3.34393509553289,16,47,0.21361800269214465,fruits,48,wednesday,3.29
6.478444323625559,24,53,0.6852197773459021,fruits,50,thursday,6.65
1.1739451585625829,8,431,0.6624858088354909,fruits,52,sunday,0.84
59.35829880174509,5,178,0.216414856805025,seafood,46,monday,51.52
48.767342651846484,15,353,0.4368858298996391,seafood,52,saturday,46.77
48.89916388432405,25,20,0.48404261039680896,seafood,57,monday,53.98
10.218815770801337,14,361,0.7448090454787324,dairy,38,thursday,8.05
31.877840154093214,20,140,0.1635991818335804,seafood,55,wednesday,30.8
4.434036136102025,7,27,0.8299268854150688,other,46,sunday,3.99
9.106908316290754,-2,417,0.22327996500939917,dairy,40,tuesday,0.82
37.15885737089259,13,24,0.38916835333709154,meat,59,tuesday,32.87
9.375306255972903,22,231,0.23087330697768788,bakery,49,thursday,8.06
7.0393675532402575,28,106,0.10924895659453508,meat,47,thursday,5.47
39.13258464123758,0,484,0.7840439061886351,meat,47,wednesday,3.35
8.84055443838514,13,7,0.11695231283985623,fruits,59,tuesday,7.12
19.466089794285487,0,221,0.8362779292502782,other,45,monday,1.78
3.9040478495541246,26,404,0.1442784632309917,fruits,56,sunday,3.0
27.189718108419612,26,286,0.43021978219538043,other,51,sunday,24.54
7.561207821226748,20,206,0.896499272277211,bakery,37,monday,6.48
7.759771710295475,15,387,0.29734051806515044,dairy,47,saturday,7.03
2.7621610179029092,15,430,0.4562111121740601,bakery,60,sunday,2.55
10.012088399027652,20,143,0.8168082267937435,dairy,60,monday,10.36
12.482886073680541,14,63,0.324657457407915,other,48,sunday,11.2
14.886805567613019,21,59,0.5575804818714749,meat,61,tuesday,13.81
6.263457278815581,7,423,0.5125209013275326,fruits,59,thursday,4.45
1.4945758575070625,20,166,0.6015689469084302,fruits,53,tuesday,1.42
27.195642416895605,10,336,0.29713061372356553,other,59,thursday,25.31
9.850062773023613,3,199,0.2703172706420492,dairy,46,tuesday,5.39
9.268437892252113,10,126,0.35736276618150226,fruits,45,monday,7.7
9.36466742850719,28,400,0.7558300780904782,fruits,49,wednesday,7.96
9.075651138899017,22,307,0.48227970058210473,other,49,sunday,8.71
10.18572540000522,21,389,0.3479801969358757,fruits,38,wednesday,8.31
4.2521999577373375,3,118,0.6435644859295614,fruits,51,saturday,2.04
59.21197868628889,21,207,0.23893346630757376,seafood,54,sunday,54.54
18.94759238511994,14,270,0.510344150464504,bakery,59,saturday,15.96
17.013838754714605,26,480,0.7083222817355366,seafood,55,thursday,16.37
23.48856913282234,7,344,0.5766405841722164,meat,39,tuesday,15.32
2.5614344307992982,4,89,0.48163416234665646,vegetables,48,tuesday,1.64
3.7925085016281352,7,181,0.5870544895085348,dairy,57,friday,2.64
15.259141102709606,12,309,0.5085338231235337,seafood,37,friday,13.96
8.659904509532048,28,490,0.20324579118759284,dairy,33,saturday,8.6
4.894296050799555,13,219,0.8274075275712327,vegetables,45,monday,4.08
10.55471479019587,27,389,0.5542107504343808,dairy,50,friday,9.04
8.663646225804234,28,451,0.4864405408522128,fruits,49,friday,7.21
15.409970036501417,20,29,0.6262756168306005,other,57,friday,15.28
42.35679423490632,19,172,0.4524193569710278,meat,43,monday,39.29
3.1139426302485544,24,282,0.6179256727107669,bakery,43,monday,2.32
9.332474778758156,20,399,0.8795867945980937,other,55,tuesday,9.18
12.755635212739893,27,44,0.6122341592050319,dairy,47,friday,12.34
3.37269009769632,2,403,0.2792601839615257,dairy,49,saturday,1.3
15.520616849263469,13,301,0.9202823750084771,other,39,tuesday,13.42
1.6710785730593438,8,295,0.6297049737845686,fruits,53,monday,1.26
16.52163614820427,13,275,0.32379349871664603,bakery,50,tuesday,12.93
4.294742242524432,-1,127,0.5287927560838331,bakery,46,friday,0.37
2.552108820334931,9,399,0.24909108674674427,dairy,49,friday,2.1
3.9268270072912204,27,470,0.6717935680602681,dairy,48,thursday,3.23
24.55181292400206,-1,412,0.6258910340313848,seafood,53,friday,2.28
10.856980808883211,10,341,0.6245937827274526,bakery,45,friday,7.46
7.527812125467156,-1,426,0.71672098842168,vegetables,51,wednesday,0.69
46.584847216007574,10,88,0.42955711208212366,meat,46,saturday,43.65
11.17744271622088,25,272,0.5629774755431496,seafood,52,wednesday,10.07
35.40295893192095,1,400,0.615260497084545,meat,47,wednesday,7.02
7.14187546570525,24,186,0.9194685606832597,fruits,49,tuesday,7.14
49.687583245947856,16,100,0.12395373665719435,seafood,59,saturday,45.0
7.3387718655023075,9,442,0.7481951268411785,vegetables,50,thursday,5.5
1.14714774708352,19,415,0.578437106421604,vegetables,51,sunday,0.99
5.518059931016756,23,339,0.45621974603723636,dairy,43,monday,4.9
11.824346657070432,25,153,0.6802979692458406,fruits,54,friday,10.67
15.787488347393223,6,231,0.5684838991833027,bakery,50,monday,9.33
12.968815571834817,4,308,0.5126696115365472,dairy,53,friday,8.77
25.684006882358183,3,332,0.7540866608409182,meat,51,friday,9.97
2.7066135639712567,18,312,0.5938152456200019,vegetables,58,tuesday,2.13
7.383717089397432,25,400,0.4886120057338328,vegetables,61,monday,5.46
16.41257468868687,-2,483,0.8611889416408437,meat,46,wednesday,1.74
5.127574466060834,3,351,0.1526593292847176,vegetables,55,tuesday,1.42
8.777168236998499,2,275,0.5066992460156595,fruits,55,sunday,3.29
2.725201023221758,4,129,0.4183860760784677,bakery,38,saturday,1.87
5.424134458957055,20,69,0.35788232944110915,vegetables,53,friday,4.89
19.60548843386484,27,466,0.3565712206506875,other,38,saturday,18.47
2.9679016099157005,11,151,0.5087223838315055,bakery,42,monday,2.53
12.262218201470434,19,195,0.814149643863407,seafood,68,sunday,13.6
19.66234875419832,0,371,0.3552582354828854,bakery,62,wednesday,1.51
40.740673936806814,10,360,0.2724386790244412,seafood,61,monday,29.57
22.85397754049882,-1,208,0.7001134590115252,meat,48,wednesday,2.13
12.99349578960545,2,147,0.4976014739600898,dairy,59,monday,6.63
44.68926100578393,1,259,0.49344309248559426,seafood,44,friday,15.38
44.4853456971426,15,406,0.5944200752360012,meat,57,wednesday,40.61
3.281169398310533,7,434,0.7518187717214535,vegetables,36,friday,2.16
46.21134125078025,0,55,0.6007678041133862,meat,41,saturday,4.67
5.241483367899731,9,334,0.21402668840388944,vegetables,43,tuesday,4.31
52.35217196043823,24,184,0.4654605308538468,seafood,52,saturday,57.43
27.79811667652481,6,0,0.6694299673043613,other,58,wednesday,22.89
5.476880151351789,24,497,0.6052975327885768,bakery,43,thursday,3.96
4.807811778994773,21,228,0.26957029067329186,vegetables,47,sunday,4.12
13.573076083345022,26,222,0.22073945357573496,dairy,35,monday,11.58
55.69547077489287,16,272,0.7851901145516834,seafood,52,thursday,50.12
20.189411518959055,11,298,0.8520991477565104,other,47,wednesday,19.25
8.642619659585808,13,483,0.4417566458286019,dairy,55,monday,7.05
2.3421535217318654,29,47,0.5914374265568891,vegetables,47,sunday,2.25
42.64389008424066,3,327,0.4803199799295511,meat,54,saturday,16.98
5.07880302588208,16,129,0.721591432493499,vegetables,50,tuesday,4.6
28.048785348868318,26,13,0.46896645685576677,seafood,48,thursday,33.97
8.070804128976075,3,340,0.5975278920541649,bakery,55,saturday,3.94
5.211714620126019,28,63,0.6043771910145906,fruits,48,friday,5.31
5.699804969960853,22,323,0.1490431882248188,dairy,42,monday,3.94
8.926751486218127,2,469,0.6534639141426414,dairy,55,saturday,3.61
18.410308573718993,12,239,0.6516178240959432,meat,49,friday,15.23
10.249234080639821,25,311,0.6543582743457566,dairy,39,sunday,8.73
2.4244159618871874,19,3,0.6994145879676854,vegetables,53,friday,2.48
13.947369295256966,14,367,0.1761663735981588,bakery,57,tuesday,8.84
10.42518884695494,14,379,0.9448933373677252,fruits,64,tuesday,8.9
2.808666189833983,20,155,0.3957146442526473,dairy,53,wednesday,2.54
6.7438125342219095,20,265,0.15037907945237386,vegetables,45,sunday,5.0
9.417398055803353,15,160,0.4219496797562918,other,50,monday,10.01
4.30573949261611,12,197,0.36142941384722754,vegetables,49,tuesday,3.47
49.29748195649355,26,321,0.15568913924843383,seafood,54,tuesday,42.19
11.070607511830142,1,306,0.5635127877814625,seafood,41,monday,3.34
6.254189197208885,7,46,0.694016499223138,vegetables,58,sunday,4.79
6.724730142210639,6,200,0.6839910661176544,bakery,46,sunday,5.02
4.40416503997461,9,358,0.7295219935223786,fruits,54,friday,3.33
19.314572876445514,19,341,0.4997766464282804,seafood,40,tuesday,16.87
41.006191223843416,22,356,0.5564569440778817,meat,58,sunday,38.48
25.084686199395254,21,68,0.4717564576046775,meat,42,sunday,27.47
2.4837996869188013,8,236,0.11299413535438657,other,46,tuesday,1.71
7.350887413416345,17,288,0.6822754235776957,fruits,38,monday,5.86
26.026744820337615,24,324,0.5871700172934027,meat,37,saturday,21.34
5.473754928962944,16,38,0.5161982399418145,vegetables,54,sunday,5.43
4.985228390002253,15,125,0.62533625442415,fruits,49,sunday,5.11
42.43607223313884,3,254,0.5607018779797328,seafood,49,sunday,17.01
10.535848578283302,23,301,0.5138733672572882,seafood,56,sunday,8.96
19.703250075588514,6,248,0.11827213277823832,meat,53,wednesday,12.52
32.822825945617396,-1,313,0.5990695831422377,meat,53,sunday,3.29
19.009147351694484,28,457,0.2598934433076977,seafood,53,monday,17.5
3.7755501869011976,0,203,0.06904162610121418,fruits,65,sunday,0.25
10.3645763437253,17,356,0.8886664708617733,dairy,54,sunday,10.25
2.177320476321419,16,122,0.1772920672924012,fruits,49,tuesday,1.89
46.04937065516865,26,113,0.18796969663169258,meat,47,sunday,39.71
8.291457663981323,25,51,0.155510205361494,fruits,42,wednesday,6.07
2.16576959448089,9,162,0.2577164939375234,vegetables,40,sunday,2.03
16.509184522154584,10,2,0.427565301453087,other,52,sunday,15.91
38.12159301917295,25,29,0.2331810993100086,meat,59,tuesday,41.09
7.755018125576666,16,96,0.31934846723263677,dairy,44,saturday,8.55
21.14341297442999,4,416,0.11636756017656999,meat,52,thursday,11.8
3.630748533055587,15,88,0.10840197150990125,vegetables,42,wednesday,3.14
8.118179413628983,27,451,0.15934016864969286,other,38,monday,6.04
26.50239864740867,29,159,0.4930794082962245,other,58,wednesday,25.31
7.630070552044483,3,43,0.6172209146984712,vegetables,34,saturday,4.01
18.7808039105775,4,100,0.028231819237686022,bakery,54,thursday,12.19
40.5953110295835,10,184,0.48205591577334006,seafood,51,sunday,35.36
13.216481367460856,24,479,0.4371851060078593,bakery,41,wednesday,9.94
14.170119540162954,22,490,0.3972202705231,dairy,50,monday,12.91
2.6719161228252486,18,10,0.4672303504934752,vegetables,51,tuesday,2.49
14.767330288533826,26,421,0.783312761144731,bakery,43,wednesday,11.66
3.0651997074959,13,23,0.2294584611725626,dairy,51,monday,2.89
16.440926548654602,13,486,0.10794915888845537,bakery,47,thursday,9.69
4.585823947133823,19,201,0.5660735580631279,vegetables,34,saturday,3.58
8.385249210808894,11,455,0.5430502191695556,other,35,wednesday,6.54
11.671285750602754,9,157,0.5963109526192963,fruits,41,friday,10.22
3.3054017051806657,25,198,0.6611967310961411,bakery,65,monday,2.89
5.106884771350149,22,292,0.47009995008083955,fruits,39,friday,4.49
42.941518926338546,13,379,0.5866285708353619,meat,39,wednesday,38.52
10.054573706752128,18,122,0.4805962340979436,dairy,39,saturday,10.28
10.095546318906983,16,479,0.7557885173121714,fruits,59,monday,8.77
15.042042364858728,11,277,0.23275851428299418,bakery,47,sunday,11.74
13.658960979571015,7,261,0.33845669229736025,bakery,38,saturday,10.28
16.74830211364158,21,117,0.16776284908111647,seafood,53,saturday,13.84
57.14088890092169,20,374,0.9459008973554616,seafood,49,saturday,57.45
42.2424617607119,13,377,0.3886728030770872,meat,44,wednesday,34.32
5.8466342546509225,7,380,0.5398326135761886,fruits,46,monday,4.08
47.62058753864105,29,5,0.4422585515385192,seafood,49,wednesday,59.44
4.065355250087454,24,220,0.6490126895956535,bakery,50,wednesday,3.57
10.136282977688875,-1,112,0.8383419756494336,seafood,57,sunday,1.2
3.5218373687642144,19,203,0.7240071573722071,dairy,50,saturday,3.34
1.1808728055400783,28,233,0.2708157257243369,vegetables,57,friday,1.14
7.8653282207219615,8,33,0.5159422590631252,vegetables,47,saturday,6.68
7.67670427901692,23,325,0.8556765510622771,fruits,50,wednesday,6.99
7.346297356793237,2,259,0.2971351948115269,fruits,48,saturday,2.59
7.593339110822941,12,85,0.6716957561570971,vegetables,34,friday,6.8
31.17149770323899,14,340,0.2872367504078632,meat,40,tuesday,27.5
3.196367118447114,26,78,0.7552122720895817,fruits,50,saturday,3.43
4.71798659131339,29,286,0.5912294418827381,fruits,57,saturday,4.19
17.27323864626725,5,83,0.25232501943947644,seafood,46,tuesday,14.02
16.538642642793025,2,202,0.624091460672242,bakery,50,friday,6.54
6.530919616082758,11,203,0.5680126658141939,vegetables,53,thursday,5.33
18.258925200300453,1,392,0.4517520468743732,bakery,48,sunday,4.21
3.166111947192995,-2,65,0.2587724044197286,dairy,47,wednesday,0.32
4.339768723857483,-2,41,0.8544600927161897,vegetables,46,tuesday,0.42
2.804699470918687,28,481,0.30443428075377943,fruits,53,sunday,2.32
18.896947435601533,25,109,0.35981965560917617,bakery,48,friday,17.47
19.408248238204806,0,316,0.7594448923143986,seafood,46,wednesday,1.84
6.3044775337105925,7,289,0.7232750088997059,fruits,54,thursday,4.4
11.648243892503126,18,337,0.7186841108701151,fruits,37,saturday,11.18
18.651392699637668,10,216,0.25085322783624636,meat,38,friday,15.56
4.538550055714404,0,381,0.6482260877687132,fruits,49,sunday,0.4
2.5180681745080795,14,227,0.6464698064112337,other,43,saturday,2.02
6.780087795317591,6,3,0.5489771953281942,meat,39,saturday,5.54
11.922833855964662,27,445,0.41127940070704166,dairy,47,wednesday,11.89
17.165981026373263,-2,300,0.16802574020710476,bakery,36,saturday,1.18
30.331290648092534,22,7,0.780964801579677,seafood,63,friday,35.52
3.6376743944194874,0,110,0.5269288212130909,vegetables,43,monday,0.33
15.306906053519034,8,299,0.8609868913764548,other,45,sunday,14.42
46.96916452441154,22,354,0.7955277056376727,meat,63,saturday,42.85
1.2400853091231818,-1,385,0.3777503509562903,vegetables,53,tuesday,0.1
13.550245369537617,25,193,0.4494241015828469,other,39,tuesday,14.23
16.77521149868779,28,134,0.49531006496008223,meat,48,monday,16.93
13.4330150156546,23,217,0.34389386683590434,dairy,65,tuesday,11.85
11.269524580713767,0,270,0.6992045036428419,fruits,56,friday,0.96
22.166784413404336,23,209,0.5748717335528014,other,59,sunday,19.9
5.0371219274313646,9,492,0.3060546455467585,dairy,52,thursday,4.21
9.427728117410558,5,37,0.3804011455011558,fruits,43,saturday,7.13
18.87868307682862,24,46,0.6972535607710166,bakery,59,tuesday,18.51
39.88485875864208,20,269,0.1341026895362477,seafood,40,saturday,29.7
1.4826919720561795,13,20,0.6722133571798392,fruits,38,thursday,1.26
10.625095697183673,27,404,0.6061101378945603,fruits,35,tuesday,9.14
12.232100713594356,7,130,0.8549614175633213,meat,41,saturday,10.93
23.770613355403153,20,147,0.5841061894919495,seafood,44,monday,22.54
7.787675475507475,4,259,0.4675175195378585,other,48,sunday,5.69
16.78937863232589,23,376,0.44635132232852276,other,58,monday,14.25
12.680780487348354,16,6,0.37713258300214625,other,54,thursday,13.02
16.245577473660042,15,336,0.9246037792510579,meat,44,tuesday,17.75
6.272445504341543,9,159,0.2254408863605101,other,48,saturday,5.43
7.0328257876123725,26,476,0.6685699116213298,bakery,51,thursday,6.1
7.261176366279212,26,146,0.38666070543369657,dairy,59,friday,7.65
9.279214146982827,17,417,0.46204140655943565,meat,63,sunday,8.52
14.629712638453809,22,196,0.26271393727874115,dairy,60,thursday,13.97
19.60739591436251,23,136,0.5024763722991852,meat,58,sunday,20.87
10.138441274542366,22,472,0.4782855094212685,fruits,68,saturday,8.74
12.325301442972341,29,471,0.8304366577706193,bakery,48,friday,11.89
18.78564954444003,8,335,0.5917476664624338,bakery,54,wednesday,14.41
7.7081112856065115,23,324,0.6050538034826043,other,58,thursday,7.53
2.910743366178471,2,63,0.32343732688507154,bakery,54,sunday,1.22
54.48657875807032,10,271,0.5357207758944529,seafood,53,friday,47.46
2.211893322789964,28,124,0.5756769575435474,fruits,46,sunday,2.24
18.816856246349783,-2,156,0.5116684839705222,bakery,52,thursday,1.71
38.225807470453766,28,146,0.37470619517568116,meat,45,saturday,36.81
13.677989437245138,11,309,0.5366801896127934,other,35,thursday,10.31
2.9760984745054486,8,455,0.3740267845685333,fruits,50,wednesday,2.29
24.64528409181128,28,475,0.18681723459243743,other,51,tuesday,18.98
9.657889853482754,2,249,0.35996607843863876,other,49,saturday,5.16
2.84523807864817,-2,259,0.5868298086195117,vegetables,59,sunday,0.24
7.937473196309881,4,496,0.9805929407288191,other,52,friday,5.94
5.805460402128392,1,24,0.3361089967693855,fruits,51,saturday,1.32
43.98923313044403,15,390,0.5440152032093896,meat,58,wednesday,38.31
